9573,833.24,-922.61,2764.8,1422.8,-396.03,-2078.3,923.85,-817.67,-132.24,-18.815,758.79,1241.8,1058.2,-975.18,-2908.9,2178.6,-107.51,-805.15,-1403.9,-2953,-1083.8,-1783.6,-483.71,-633.2,621.79,454.95,-300.5,-1164.4,3244.1,-1522.2,225.51
833.24,14304,796.16,-1530.4,-485.46,-2270.6,1342.3,-1965,-618.16,682.09,3299.6,168.31,3648.4,-1442.1,-2774.8,-4033.6,2039.1,1563.7,-435,-1983.7,155.56,-1413.5,-1821.6,762.58,1651,1747.4,-992.78,2197.8,3054.7,427.27,-1898.6,528.93
-922.61,796.16,10522,-1966.8,-711.49,-1492.9,3582.1,-3058.1,-1160.9,1631.5,468.28,-1177.5,-2001.4,-900.02,-2980.1,1431.1,-1071.7,1663.8,18.865,-843.32,2372.5,1044.5,-556.13,-711.28,109.66,276.4,673.68,1548.2,2384.2,65.975,-119.53,-623.92
2764.8,-1530.4,-1966.8,8995.4,55.741,-1485.5,-175.91,2591.3,273.97,-128.62,1328.8,-755.13,1021.4,1837.8,-1779.1,-728.45,-297.69,-2315.6,92.28,-561.56,-3317.2,-1654.3,282.59,-1833.7,-1337.9,-2988.7,66.927,-873.57,382.75,-38.316,961.64,119.77
1422.8,-485.46,-711.49,55.741,10852,1051.2,-2198.8,-1036.3,-1757.7,-1370,-2384.9,2025.2,-1624,-2578.9,3784.8,-1883.7,-2606.5,1793.5,-76.166,-1257.1,1921.1,604.89,588.93,-2557.3,-1938.6,-1326,804.58,-145.67,-1806.1,135.53,468.73,1655.9
-396.03,-2270.6,-1492.9,-1485.5,1051.2,11336,-1095.8,1603.9,468.17,-2014.4,-2722.3,1172.4,-2078,-903.26,4932.6,-63.5,-1057.1,1243.2,-2358.1,204.07,299.03,3556.4,681.77,-45.802,-1250.7,2559.6,-1268.2,-1730.2,-3668.2,-22.159,-1250.8,1274.1
-2078.3,1342.3,3582.1,-175.91,-2198.8,-1095.8,11379,-1511.2,-868.32,-1053.4,1319.4,-936.31,-1.9859,-1804.1,-1718.1,-1971.9,-2752,250.59,-972.83,726.23,2600.6,340.08,-2044.7,2366.7,2376.5,-897.64,1130.2,3015.9,2570.9,-2409.5,166.45,434.67
923.85,-1965,-3058.1,2591.3,-1036.3,1603.9,-1511.2,8869.6,-640.33,592.96,302.48,-939.78,-1701.2,2444,-210.6,3342.4,618.81,-1456.7,-1223.6,-2145.5,-1027,-207.67,825.97,-1168.1,-1912.2,-335.13,-580.11,-1370.7,-1897.3,1265.1,536.22,-1332.3
-817.67,-618.16,-1160.9,273.97,-1757.7,468.17,-868.32,-640.33,7006.6,-669.59,-91.242,-493.36,1496.5,1013.7,-1086.5,1849.2,2069,-2707.4,-508.56,2564.9,704.89,896.67,2404.8,2286.5,-374.23,-249.39,1053.7,-1396.6,563.99,-1621.3,-1091.9,-532.04
-132.24,682.09,1631.5,-128.62,-1370,-2014.4,-1053.4,592.96,-669.59,10856,1051.1,-149.95,-1508.1,2549.2,-1119.1,1751.5,-308.54,-277.07,2999.3,-1958.3,461.28,-1805.3,1792.5,472.04,-1538.1,527.8,-468.58,-815.92,926.03,1015.7,561.41,-2526.2
-18.815,3299.6,468.28,1328.8,-2384.9,-2722.3,1319.4,302.48,-91.242,1051.1,16291,-2565.5,-897.49,3186.2,-3677.1,1221.6,784.34,-1143.5,-293.66,-6735.6,-4735.2,-684.32,475.43,-617.95,-1350.6,453.41,-3688.5,-940.35,3872.5,3560.7,1378.4,-4853.5
758.79,168.31,-1177.5,-755.13,2025.2,1172.4,-936.31,-939.78,-493.36,-149.95,-2565.5,10132,-1411.5,-1804.2,824.78,-2364.7,267.57,2169.1,388.95,689.9,2678.8,1179.1,367.88,-0.17897,-701.43,2.3614,518.55,-1881.7,79.278,-1629.2,-667.74,561.12
1241.8,3648.4,-2001.4,1021.4,-1624,-2078,-1.9859,-1701.2,1496.5,-1508.1,-897.49,-1411.5,15907,-788.7,-4190.9,-3581.3,2248.5,-1047.3,320.83,3492,-13.133,-3849.6,-2642.3,4125.5,3428.4,855.79,1234.1,1472.2,2319.8,1328.7,-4030.7,984.7
1058.2,-1442.1,-900.02,1837.8,-2578.9,-903.26,-1804.1,2444,1013.7,2549.2,3186.2,-1804.2,-788.7,14596,-2432.4,778.49,407.98,-5191.6,1444.8,-1911.3,-3029.6,-714.44,2756.5,1267.2,-3771.6,527.42,-2455.3,-1043.8,-311.47,3170.9,-891.43,-5069.8
-975.18,-2774.8,-2980.1,-1779.1,3784.8,4932.6,-1718.1,-210.6,-1086.5,-1119.1,-3677.1,824.78,-4190.9,-2432.4,12929,-2264.4,-160.96,642.5,707.54,1831.7,1903.6,2058.5,279.29,-2013.9,-3083.9,757.74,-1326.5,-1951,-4219.1,-187.77,-3.6264,1687.2
-2908.9,-4033.6,1431.1,-728.45,-1883.7,-63.5,-1971.9,3342.4,1849.2,1751.5,1221.6,-2364.7,-3581.3,778.49,-2264.4,14003,-1102.7,107.9,-97.875,-1248.5,-516.3,-579.71,1951.8,-126.28,-2481.1,-831.4,192.22,541.03,265.59,-2362.5,1781.8,-1140.9
2178.6,2039.1,-1071.7,-297.69,-2606.5,-1057.1,-2752,618.81,2069,-308.54,784.34,267.57,2248.5,407.98,-160.96,-1102.7,13436,-1628.5,1875.4,1973.2,-1327.3,-2048.2,1178,1356.4,467.93,1913.2,-1725,659.77,281.82,2465.4,-2702.6,-4099.4
-107.51,1563.7,1663.8,-2315.6,1793.5,1243.2,250.59,-1456.7,-2707.4,-277.07,-1143.5,2169.1,-1047.3,-5191.6,642.5,107.9,-1628.5,17086,-1403.1,236.69,1534,2311.7,-2915.6,-2992.2,-798.53,-3359.1,1055.5,2047.3,-1902.1,-1736.6,967.26,3657.7
-805.15,-435,18.865,92.28,-76.166,-2358.1,-972.83,-1223.6,-508.56,2999.3,-293.66,388.95,320.83,1444.8,707.54,-97.875,1875.4,-1403.1,7347.9,2153.5,417.13,-1618.5,1313,285.91,773.81,921.97,-996.95,1610.3,549.51,894.28,-1701.4,-3414
-1403.9,-1983.7,-843.32,-561.56,-1257.1,204.07,726.23,-2145.5,2564.9,-1958.3,-6735.6,689.9,3492,-1911.3,1831.7,-1248.5,1973.2,236.69,2153.5,17210,3067.6,-1130.2,616.42,3885.1,4051.1,473.46,3005.8,1007.2,-1561.4,-2609.9,-3668.1,-47.342
-2953,155.56,2372.5,-3317.2,1921.1,299.03,2600.6,-1027,704.89,461.28,-4735.2,2678.8,-13.133,-3029.6,1903.6,-516.3,-1327.3,1534,417.13,3067.6,14053,299.01,389.83,1822.3,376.23,-2272.5,2467.5,887.23,-589.67,-3538.3,-1292.5,1105
-1083.8,-1413.5,1044.5,-1654.3,604.89,3556.4,340.08,-207.67,896.67,-1805.3,-684.32,1179.1,-3849.6,-714.44,2058.5,-579.71,-2048.2,2311.7,-1618.5,-1130.2,299.01,10461,2751.8,-1218.7,-2099.4,-990.44,-115.7,-1433.9,-1613.1,-1486.9,1812,1718.4
-1783.6,-1821.6,-556.13,282.59,588.93,681.77,-2044.7,825.97,2404.8,1792.5,475.43,367.88,-2642.3,2756.5,279.29,1951.8,1178,-2915.6,1313,616.42,389.83,2751.8,10121,275.42,-2256.6,685.14,-2167.3,-984.44,-387.15,-532.31,408.38,-1632.2
-483.71,762.58,-711.28,-1833.7,-2557.3,-45.802,2366.7,-1168.1,2286.5,472.04,-617.95,-0.17897,4125.5,1267.2,-2013.9,-126.28,1356.4,-2992.2,285.91,3885.1,1822.3,-1218.7,275.42,10377,3496.6,1785,444.35,805.96,1052.6,-1099.8,-2579,-605.26
-633.2,1651,109.66,-1337.9,-1938.6,-1250.7,2376.5,-1912.2,-374.23,-1538.1,-1350.6,-701.43,3428.4,-3771.6,-3083.9,-2481.1,467.93,-798.53,773.81,4051.1,376.23,-2099.4,-2256.6,3496.6,10719,1489,2413.1,3322.3,1973.4,-498.53,-1920.8,1572.3
621.79,1747.4,276.4,-2988.7,-1326,2559.6,-897.64,-335.13,-249.39,527.8,453.41,2.3614,855.79,527.42,757.74,-831.4,1913.2,-3359.1,921.97,473.46,-2272.5,-990.44,685.14,1785,1489,11831,-2776.5,13.853,401.91,3434.5,-886.53,-3080.8
454.95,-992.78,673.68,66.927,804.58,-1268.2,1130.2,-580.11,1053.7,-468.58,-3688.5,518.55,1234.1,-2455.3,-1326.5,192.22,-1725,1055.5,-996.95,3005.8,2467.5,-115.7,-2167.3,444.35,2413.1,-2776.5,10528,2191.9,-475.25,-1625,-1364.3,2458.1
-300.5,2197.8,1548.2,-873.57,-145.67,-1730.2,3015.9,-1370.7,-1396.6,-815.92,-940.35,-1881.7,1472.2,-1043.8,-1951,541.03,659.77,2047.3,1610.3,1007.2,887.23,-1433.9,-984.44,805.96,3322.3,13.853,2191.9,12727,-175.2,-2198.9,-1818.7,1687.4
-1164.4,3054.7,2384.2,382.75,-1806.1,-3668.2,2570.9,-1897.3,563.99,926.03,3872.5,79.278,2319.8,-311.47,-4219.1,265.59,281.82,-1902.1,549.51,-1561.4,-589.67,-1613.1,-387.15,1052.6,1973.4,401.91,-475.25,-175.2,8017.1,-1450.4,1121.2,-674.04
3244.1,427.27,65.975,-38.316,135.53,-22.159,-2409.5,1265.1,-1621.3,1015.7,3560.7,-1629.2,1328.7,3170.9,-187.77,-2362.5,2465.4,-1736.6,894.28,-2609.9,-3538.3,-1486.9,-532.31,-1099.8,-498.53,3434.5,-1625,-2198.9,-1450.4,12656,-1390.8,-5870.6
-1522.2,-1898.6,-119.53,961.64,468.73,-1250.8,166.45,536.22,-1091.9,561.41,1378.4,-667.74,-4030.7,-891.43,-3.6264,1781.8,-2702.6,967.26,-1701.4,-3668.1,-1292.5,1812,408.38,-2579,-1920.8,-886.53,-1364.3,-1818.7,1121.2,-1390.8,8913.9,-219.94
225.51,528.93,-623.92,119.77,1655.9,1274.1,434.67,-1332.3,-532.04,-2526.2,-4853.5,561.12,984.7,-5069.8,1687.2,-1140.9,-4099.4,3657.7,-3414,-47.342,1105,1718.4,-1632.2,-605.26,1572.3,-3080.8,2458.1,1687.4,-674.04,-5870.6,-219.94,14030
